"ID","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58"
"590",0,0,0,0,0,0,0,0,0.036,1.51,0,1.557,0,0,0,0,0,0,7.57,0,1.51,0,0,0,0.244,0,0,0,0.019,0,0,0.078,0,0,0,0,0,0,0,0,0,0,0,0.237,0,0,0,0,0,0,0,0.038,0.126,0,2.769,15,36,1
"851",0,1.51,1.51,0,0.75,0,0,0,0.036,3.78,0,2.47,0,0,1.353,0,0.75,0,0.75,0,3.03,0.066,0,0,0.244,0,0,0.75,0,0,0,0.078,0.189,0,0,0,0,0,0,0,0,0,0,0.237,0,0,0,0.094,0,0,0,2.142,1.363,0,105.8,404,529,1
"727",0,0,1.63,0,0,0.47,0,0,0.036,0,0.32,0.409,0,0,0.112,0,0,0,1.96,0.98,2.94,0,1.3,0,0.244,0,0,0,0,0,0,0.078,0.1,0,0,0,0,0,0,0,0.32,0,0,0.237,0,0,0.11,0.145,0,0,0,0.119,0.956,0.166,3.8,33,228,1
"1558",0,1.63,0.81,0,0,0.004,1.63,0,0.036,1.63,1.63,0.182,0,0,0,0,0,0,4.09,0,0,0,0,0,0.244,0,0,0,0,0,0,0.078,0.099,0,0,0,0,0,0,0,0.81,0.032,0,0.237,0,0,0,0,0,0,0,1.331,0.126,0,15.916,71,191,1
"3928",0,0.03,0.18,0,0.1,0.225,0,0.07,0.036,0,0,0.149,0,0,0.139,0.07,0,0,0.14,0,0.1,0,0,0,0.714,0.5,0,0.4,0.102,0,0,0.078,0.61,0,0.03,0,0.32,0,0,0,0,0.199,0,0.237,0,0,0.148,0.106,0.188,0,0.035,0,0.136,0,3.233,66,1387,0
"2524",0,0,0,0,0,0.101,0,0,0.036,0,0,0,0,0,0.098,0,0.72,0,0,0,0,0,0,0,0.964,0,0,0,0,0,0,0.078,0,0,0,0,0,0.72,0,0,0,0,0,0.237,0,0,0,0,0,0,0,0,0.126,0.395,2.333,8,119,0
"2354",0,0,0,0,1.75,0,0,0,0.036,0,0,5.044,0,0,0.029,0,0,0,0,0,0,0,0,0,0.244,0,0,0,1.765,0,0,0.078,0,0,0,0,0,0,0,0,0,1.939,0,0.237,0,0,0,0,0,0,0,0.937,0.126,0,1.5,5,24,0
"731",0,0,0.24,0,0.72,0,0,0,0.036,0,0,0.385,0,0,0,0,0,0.806,0.96,0,0.72,0.007,0,0,0.244,0,0,0.48,0.096,0,0,0.078,0,0,0,0,0,0,0,0,0,0.07,0,0.237,0.24,0,0,0,0,0,0,0.354,0.126,0,1.74,48,141,1
"2837",0,0,0,0,2.17,0,0,0,0.036,0,0,0.113,0,4.34,0,0,0,0,2.17,0,0,0.237,0,0,0.244,0,0,0,0,0,0,0.078,0,0,0,0,0,0,0,0,0,0.214,0,0.237,0,0,0.367,0,0,0,0,0,0.126,0,1,1,8,0
"68",0,0,0,0,0,0,1.47,0,0.036,1.47,0,1.314,0,0,0.124,0,0,0,5.88,0,1.47,0,0,0,0.244,0,0,0,0,0,0,0.078,0.143,0,0,0,0,0,0,0,0,0.195,0,0.237,0,0,0,0,0,0,0,0.378,0.126,0,1.214,3,17,1
"4007",0,0,0,0,0,0.037,0,0,0.036,0,0,0,0,0,0,0,0,3.286,1.72,0,0,0.015,0,0,0.244,0,0,0,0.106,0,0,0.078,0,0,1.72,0,0,3.44,0,0,0,1.76,0,0.237,1.72,0,0,1.938,0,0,0,0.149,0.126,0,1.2,4,18,0
"3314",0,0,0,0,0,0.002,0,0,0.036,0,0,0.186,0,0,0.197,0,2,0,4,0,2,0,0,0,0.244,0,0,0,0.114,0,0,0.078,0,0,0,0,0,0,0,0,1,0.119,0,0.237,0,0,0.38,0,0,0,0,0,0.126,0,1.806,11,56,0
"3038",0,0,0,0,3.84,0,0,0,0.036,0,0,0.008,0,0,0,0,0,0,3.84,0,0,0.019,0,0,0.244,0,0,0,0,0,0,0.078,0,0,0,0,0,0,0,0,0,0.031,0,0.237,0,0,0,0.045,0,0,0,0,0.126,0,1,1,7,0
"1383",0,0,0,0,0.91,0,0,0,0.036,0.45,0,0.332,0,0,0,0,0,0,3.21,0.45,0.91,0,0,0,0.244,0,0,0,0,0,0,0.078,0,0,0,0,0,0,0,0,0,0,0,0.237,1.37,0,0,0,0,0,0,0.226,0.126,0,1.076,4,42,1
"993",0,0,0.81,0,0.81,0.026,0,0,0.036,0,0,0,0,0,0,0,0.81,0,3.27,0,0.81,1.399,0,0,0.244,0,0,0,0.21,0,0,0.078,0.191,0,0,0,0,0,0,0,0,0,0,0.237,0,0,0,0,0,0,0,0.382,0.126,0.651,13.5,86,189,1
"3951",0,0,0,0,0,0.02,0,0,0.036,0,0,0.153,0,0,0.023,0,0,0,0,0,0,0,0,0,0.244,0,0,0,0.148,0,0,0.078,0.153,0,0,0,0,0,1.88,0,0,0,1.88,0.237,0,0,0.647,0.061,0,0,0,0.039,0.126,0,2.8,18,42,0
"3371",0,0,0,0,0,0.021,0,0,0.036,0,0,4.604,0,0,0,0,0,0,0,0,0,0.091,0,0,0.244,0,0,0,0.072,0,0,0.078,0,0,4.76,0,0,0,0,0,0,0.077,0,4.997,0,0,0.645,0.247,0,0,0,0.023,0.126,0,1,1,9,0
"2389",0,2.12,0,0,0,0,0,0,0.036,2.12,0,0,0,0,0.154,0,0,0,0,0,0,0.066,0,0,0.244,0,0,0,0.013,0,0,0.078,0,0,0,0,0,0,0,0,0,0.065,0,0.237,0,0,0,0.049,0,0,0,0,0.126,0,1.3,4,13,0
"2254",0,0,0,0,0,0,0,0,0.036,0,0,0.162,0,0,0,0,0,0,0,0,0,0,0,0,0.244,0,0,0,1.916,0,0,0.078,2.011,0,2,0,0,0,0,0,0,0.149,0,0.237,0,0,0.342,0,0,0,0,0.225,0.126,0.342,2.75,7,55,0
"1758",0,0.44,0,0,1.33,0.437,1.33,0.22,0.036,0.22,0.44,0.438,0.22,0,0,0,0,0.956,2.66,0,1.77,0,0,0,0.244,0,0,0,0.09,0,0,0.078,0,0,0,0,0,0,0,0.22,1.11,0.062,0,0.237,0,0,0.134,0,0,0,0,0,0.193,0,1.946,22,183,1
"1895",0,0.05,0.22,0,0.22,0,0,0.11,0.086,0.11,0.11,0.603,0.05,0,0.133,0,0.16,0,1.35,0,0.73,0,0,0,1.934,1.3,0.33,0.05,0.172,0.11,0.16,0.078,0,0,0,0.05,0.33,0,0,0.05,0.11,0,0,0.347,0.05,0,0.085,0.103,0.025,0,0,0.274,0.126,0,2.031,22,971,0
"4336",0,0,0,0,0,0.15,0,0,0.036,1.25,0,1.303,0,0,0.019,0,0,0,2.5,0,1.25,0,0,0,1.494,1.25,0,0,0,0,0,0.078,0,0,0,0,0,0,1.25,0,0,0,0,0.237,1.25,1.25,0,0.136,0,0,0,0,0.33,0,2.45,15,49,0
"270",0,0.14,0.29,0,0,0.046,0,0.14,0.036,0.29,0.14,0.4,0,0,0.095,0,0,0,2.35,0.14,0.88,0,0,0.44,0.244,0,0,1.17,0.066,0,0,0.078,0.234,0,0,0,0,0.29,0,0,0.14,0.003,0,0.237,0,0,0.204,0.087,0,0,0,0.017,0.253,0.102,2.962,73,400,1
"3570",0,0.5,0,0,0,0.029,0,0,0.036,0,0,1.853,0,0,0,0,0.5,0,0,0,0,0.233,0,0,1.744,1,0,0,0.265,0,0,0.078,0.114,0,0,0,0,0,0,0,0,0.658,0,0.237,0,0,0,0,0,0,0,0.148,0.126,0,1.468,5,69,0
"718",0.23,0,0.47,0,0.7,0.118,0.7,0,0.036,0,0,0.559,0,0,0,0,0.7,0.076,2.12,0,1.65,0,0,0.23,0.244,0,0,0,0.067,0,0,0.078,0.02,0,0,0.23,0,0,0,0,1.65,0.022,0,0.237,0.23,0,0.037,0.013,0,0,0.037,1.559,0.163,0,5.236,111,576,1
"1534",0,0,0,0,0,0.205,0,0,0.036,0,0,0,0,0,0,0,0,0,0,0,0,0.109,0,0,0.244,0,0,0,0,0,0,0.078,0,0,0,0,0,0,0,0,0,0.216,0,0.237,1.33,0,0.208,0.202,0,0,0,0.199,0.334,0,3.812,16,61,1
"79",0,0.41,0.2,0,1.67,0.38,0.2,0,0.036,1.04,0.2,0.212,0.2,0,0.024,0,0.2,0,2.09,0,0.62,0,0.62,0,0.244,0,0,0,0.15,0,0,0.078,0.13,0,0,0,0,0,0,0,0.83,0,0,0.237,0.41,0.62,0,0,0,0,0,0.034,0.126,0,1.65,15,175,1
"503",0.48,0,0.48,0,0.48,0,0,0,0.036,0,0,0.93,0,0,2.01,0,0.48,0.326,2.41,0,2.41,0,3.38,0,0.244,0,0,0,0,0,0,0.078,0.095,0,0,0,0,0,0.48,0.48,0,0.091,0,0.237,0,0,0.084,0.006,0,0,0,0,0.887,0,5.322,46,165,1
"3878",0,0,0.51,0,0.51,0,0,0,0.036,0,0,0.585,0,0,0.122,0,0,0,0,0,0,0.174,0,0,2.314,2.07,0,0,0,0,0,0.078,0,0,0,0,1.55,0,0,0,0,0.738,0,0.237,0,0,0.497,0.314,0.165,0,0,0.183,0.126,0,3.525,20,208,0
"1055",0.06,0,0.18,0,1.57,0.567,0.06,0.18,0.036,0.06,0.06,0.398,0.3,0.06,0.058,0,0.72,0,4.41,0.24,1.08,0.111,0.84,0.06,0.244,0,0,0.06,0,0,0,0.078,0,0,0,0,0,0,0,0,0,0,0.06,0.237,0,0,0.052,0,0.01,0,0,0,0.295,0,1.766,12,447,1
"3677",0,0,0,0,0,0.132,0,0,0.036,0,0,0,0,0,0.041,0,0,0,0,0,0,0.093,0,0,0.244,0,0,0,0,0,0,0.078,0.151,0,0,0,0,0,0,0,0,0.172,0,0.237,0,0,0,0.174,0,0,0,0,0.126,0,1.142,2,8,0
"882",0,0.22,0.82,0,0.52,0.217,0.07,0.07,0.036,0.6,0.22,0.871,0.07,0,0.312,0,0.07,0,3.3,0.22,1.87,0.203,0,0.22,0.244,0,0.07,0.67,0.04,0,0,0.078,0.149,0,0,0,0,0,0,0,0,0,0,0.237,0,0,0.095,0.212,0,0,0,0,0.197,0.167,3.446,74,972,1
"3833",0,0,0,0,0,0,0,0,0.036,0,0,0.028,0,0,0,0,0,0,0,0,0.32,0.064,0,0,0.244,0,0,0,0.038,0,0,0.078,0.156,0,0,0,0,0,0,0,0,0,0,0.237,0.32,0,0.218,0,0.218,0,0,0.124,0.126,0,2.16,9,108,0
"2444",0,0,0,0,0,0.007,0,0,0.036,0,0,0,0,0,0,0,0,0,0,0,1.51,0,0,0,0.244,0,0,0,0.055,0,0,0.078,0.065,0,1.51,0,0,0,0,0,0,0,0,0.237,1.51,0,0,0,0.3,0,0,0.02,0.126,0,1.611,5,29,0
"120",0,0.55,0.55,0,2.23,0.001,1.11,0,0.036,0,0,0.6,0.55,0,0,0,2.79,0,3.91,0,1.67,0,0,0,0.244,0,0,0,0.047,0,0,0.078,0.066,0,0,0,0,0,0,0,0.55,0,0,0.237,0,0,0.248,0,0,0,0,1.188,0.457,0,4.875,140,195,1
"3489",0,0,0,0,0,0,0.88,0,0.036,0,0,0.748,0,0,0,0,0,0,0.88,0,0,0,0,0,0.244,0,0,0,0.238,0,0,0.078,1.801,0,0,0,0,0,0,0,0,0.093,0,0.237,0,0,0.133,0.199,0,0,0,0,0.126,0,1.629,9,44,0
"2385",0,0,0,0,0.54,0.101,0,0,0.036,1.63,0.54,0.655,0.54,0,0.088,0,0,0,2.18,0,1.09,0.231,0,0,1.334,0.54,0.54,0,0.15,0,0,0.078,0.055,0,0,0,0,0,0,0,0,0,0,0.237,0,0,0.09,0.133,0,0,0.09,0,0.126,0,1.969,16,65,0
"4490",0,0,0.71,0,0,0,0,0.35,0.036,0.35,0,0.886,0,0,0,0,0,0,7.47,0,1.06,0,0,0,0.244,0,0,0,0,0,0,0.078,0.206,0,0,0,0,0,0,0,0,0.165,0,0.237,0.35,0,0.067,0.202,0,0,0,0.061,0.126,0,1,1,40,0
"3705",0,0,0,0,0,0.144,0,0,0.036,0,0,2.735,0,0,0,0,0,0,0,0,0,0.009,0,0,0.244,0,0,0,0.037,0,0,0.078,0.095,0,0,0,0,0,0,0,0,2.878,0,0.237,0,0,0,0,0,0,0,0.521,0.126,0,2.333,12,28,0
"4449",0,0,0,0,0,0.079,0,0,0.036,0,0,1.232,0,0,0.186,0,0,0,3.84,0,0,0.025,0,0,1.524,0,0,0,0,0,0,0.078,0.14,0,0,0,0,0,0,0,0,0,0,1.517,1.28,0,0,0.113,0,0,0,0,0.126,0,1.428,2,10,0
"925",0,0,0.78,0,1.57,0,0,0.78,0.036,0,0,0.073,0,0,0.247,0,0.78,0,1.57,0,2.36,0.176,0.78,0,0.244,0,0,0,0,0,0,0.078,0,0,0,0,0,0,0,0,1.57,0.227,0,0.237,0,0,0,0,0,0,0,0.835,0.467,0,2.555,22,115,1
"4528",0,0,0.36,0,0.12,0.373,0,0,0.036,0.24,0,0,0.24,0,0.168,0,0,0,1.58,0,0.12,0.092,0,0,0.244,0,0,0,0.142,0,0,0.078,0,0,0,0,0,0,0,0,0,0.151,0.12,0.237,0.12,0.24,0.067,0,0,0,0.022,0,0.126,0,1.433,12,76,0
"181",0.25,0.25,0.25,0,0.08,0.476,0.08,0.34,0.036,1.46,0.34,0.725,0.94,0,0.091,0,0,0,3.01,0,0.77,0.048,0.34,0.34,0.244,0,0,0.08,0.159,0,0,0.078,0,0,0,0,0,0,0,0,0.08,0.25,0,0.237,0.17,0,0.048,0.141,0,0,0,0.059,0.384,0.113,5.297,300,694,1
"3937",0.04,0.08,0.15,0,0.04,0,0,0.04,0.036,0.08,0,0.581,0.06,0,0.24,0.02,0.06,0,0.6,0,0.34,0,0.02,0,0.244,0,0,0.04,0.177,0,0,0.078,1.824,0,0,0.19,0.82,0.02,0.04,0,0,0,0.08,0.257,0,0.26,0.213,0.339,0.005,0.04,0.002,0.077,0.165,0.008,2.246,54,3003,0
"3718",0,0,0,0,0,0.698,0,0,0.036,0.28,0,0,0,0,0.172,0,0,0,2.86,0,0,0,0,0,4.824,0,0,0,0,0,0,0.078,0,0,0.28,0,0.57,0,0,0,0,0,0.85,0.237,0.85,0,0.192,0.066,0.144,0,0.096,0,0.126,0,2.306,19,203,0
"4554",0,0,0,0,0,0.032,0,0,0.036,0,0,0,0,0,0.032,0,0,0,0,0,0,0,0,0,0.244,0,0,0,0.119,0,0,0.078,0,0,0,0,0,0,0,0,0,0.02,0,16.897,0,0,0,0.156,0,0,0,0.083,0.126,0,2,3,4,0
"49",0.28,0.3,0.46,0,0.05,0,0.05,0.46,0.036,0.74,0.25,1.074,0.56,1.23,0.026,0,0.43,0,3.22,0,1.46,0,1.05,0.36,0.244,0,0,0.43,0,0,0,0.078,0.187,0,0,0,0,0,0,0,0.25,0,0,0.237,0.02,0,0.065,0,0,0,0,0.309,0.882,0.153,5.891,193,3040,1
"815",0,0,0,0,0,0,0,0,0.036,0,0,0.148,0,0,0,0,0,0,2.7,0,2.7,0.001,0,0,0.244,0,0,1.35,0,0,0,0.078,0.173,0,0,0,0,0,0,0,0,0.157,0,0.237,0,0,0,0.186,0,0,0,0.491,0.126,0,3.809,28,80,1
"1559",0,0,2.38,0,0.26,0.246,0.26,0.52,0.036,0,0.26,0.161,0,0,0.076,0,0,0,1.32,0,1.05,0.054,0,0.52,0.244,0,0,0.52,0,0,0,0.078,0.05,0,0,0.26,0.26,0,0.52,0,0.79,0.085,0,0.237,0,0,0.689,0.172,0,0,0,0.122,0.126,0,5.549,71,566,1
"3736",0,0,0,0,0.68,0.145,0,0,0.036,0,0,0.168,0,0,0.095,0,0,0,0,0,0,0,0,0,0.244,0.34,0,0,0,0,0,0.078,1.207,0,0,0,0,0,0,0,0,0.115,0,0.237,0.34,0,0.143,0.191,0,0,0,0.186,0.126,0,1.784,18,141,0
"2394",0,0,0,0,0,0.188,0,0.06,0.226,0.12,0,0,0,0,0.175,0,0.12,0,1.74,0.06,1.23,0,0.25,0.06,2.504,0.38,0.25,0,0,0.19,0.32,0.078,0,0,0.06,0,0.32,0,0.19,0,0.19,0.06,0,0.237,0.06,0,0.33,0.104,0,0,0.018,0.026,0.181,0,2.024,25,897,0
"587",0,0,0.36,0,0.36,0,0,0,0.036,0.36,0,0.306,0,1.09,0,0,0,0,3.63,0,1.45,0.128,0,0,0.244,0,0,0.36,0,0,0,0.078,0,0,0,0,0,0,0,0,1.81,0.152,0,0.237,0,0,0.125,0,0,0,0,0,0.126,0,1.287,5,94,1
"1061",0,0,1.31,0,0,0,0,0,0.036,0,0,1.456,0,0,0,0,0,0,1.31,0,5.26,0,0,1.31,0.244,0,0,0,0.214,0,0,0.078,0.2,0,0,0,0,0,0,0,0,0,0,0.237,0,0,0,0,0,0,0,0,0.338,0,4.818,25,53,1
"4359",0,0,0,0,0,0,0,0,0.036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.244,0,0,0,0,0,0,0.078,0.04,0,0,0,2.56,0,0,0,0,0,0,0.237,0,7.69,0.395,0.235,0,0,0,0,0.126,0,3,18,39,0
"3586",0,0,0,0,0,0.165,0,0,0.036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.244,0,0,0,0.193,0,0,0.078,0.09,0,0,0,0,0,0,0,0,0.242,0,0.237,0,0,0,0.245,0,0,0,0.071,0.126,0,1,1,3,0
"2943",0,0,0,0,5.26,0,0,0,0.036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.244,0,0,0,0.084,0,0,0.078,0,0,0,0,0,0,0,0,0,0,0,0.237,0,0,0,0,0,0,0,0.199,0.126,0,2,7,12,0
"2020",0,0,0,0,0,0,0,0,0.036,0,0,1.476,0,0,0.06,0,0,0,0,0,0,0,0,0,1.734,1.49,0,0,0,0,0,0.078,0.174,0,0,0,0,0,0,0,0,0,0,0.237,0,1.49,0,0.052,0,0,0,0.071,0.126,0,2,8,36,0
"3296",0,0,1.06,0,0,0,0,0,1.096,0,0,1.173,0,0,0.019,0,0,0.906,0,0,0,0.161,0,0,2.364,1.06,1.06,0,0,1.06,1.06,0.078,0.963,0,0,1.06,0,0,0,0,0,0,0,0.237,0,0,0.121,0.149,0,0,0,0,0.126,0,2.151,10,71,0
"2830",0,0.77,0.77,0,0.77,0.468,0,0,0.036,0,0,0.971,0,0,1.3,0,0,0.226,3.48,0,1.16,0,0,0,0.244,0,0,0,0.134,0,0,0.078,0.122,0,0,0,0.38,0,0,0,0,0,0,0.237,0,0,0.067,0.025,0,0,0,0,0.126,0,1.225,5,49,0
"518",0,0,0,0,0,0.096,0,0,0.036,0,0,0.007,0,0,0.23,0,0,0,0,0,0,0,0,0,0.244,0,0,0,0,0,0,0.078,0.243,0,0,0,0,0,0,0,0,0.025,0,0.237,1.17,0,0.417,0.049,0,0,0,0.386,0.752,0,4.066,17,61,1
"1878",0,0.37,0,0,0,0.073,0,0,0.036,0,0,0,0.37,0,0,0,0,0,1.51,0,0,0.191,0,0,5.924,4.16,0,0,0.114,0,0,0.078,0,0,0,0,0,0,0,0,0,0.217,0,0.237,0,0,0.261,0,0.065,0,0,0.197,0.126,0,1.114,5,39,0
"1765",0,0,0.48,0,0,0.97,0,0.96,0.036,0,0.48,0,0,0,1.338,0,0.48,2.256,0,0,0.96,0,0,0.48,0.244,0,0,0.48,0.006,0,0,0.078,0.491,0,0,0,0,0,0,0,0.48,0,0,0.237,0,0.48,0.818,0,0,0,0,0.278,0.593,0.116,9.56,259,717,1
"2918",0.83,0,0.67,0,0.33,0.398,0.33,0.16,0.036,0.67,0.33,1.395,0,0,0,0,1.67,0.176,2.01,1.67,3.85,0,0,0.33,0.244,0,0,0.33,0,0,0,0.078,0,0,0,0,0,0,0,0.16,0,0,0,0.237,0,0,0.205,0,0,0,0,1.143,0.177,0,4.984,70,638,0
"3781",0,0.27,0,0,0,0.054,0,0,0.036,0,0,2.155,0,0,0.25,0,0.27,0,1.39,0,0,0,0,0,1.074,0.55,0,0,0.211,0.83,0,0.078,0,0,0,0,0,0,0,0,0,0,0,0.507,0,0,0,0.118,0.128,0,0,0.202,0.126,0,1.197,6,109,0
"1696",0,0,0,0,0,0,0,0,8.366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.244,0,0,0,0.037,0,0,0.078,0.209,0,0,0,0,0,0,0,0,0,0,0.237,0,0,2.013,0.088,0,0,0,0,0.126,0,3.5,28,42,1
"3439",0,0,0,0,0,0,0,0,0.036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.244,0,0,0,0.204,0,0,0.078,0,0,2.56,0,0,0,0,0,0,0.218,0,0.237,2.56,0,0.465,0,0,0,0,0.097,0.126,0,1.769,6,23,0
"4089",0,0,0,0,0,1.193,0,0,0.036,0,0,0.003,0,0,0.005,0,0,0,1.21,0,0,0.035,0,0,0.244,0,0,0,0.046,0,0,0.078,0.166,0,0,0,1.21,0,0,0,0,0,0,0.237,1.21,0,0.212,0,0,0,0,0,0.126,0,1.406,5,45,0
"4204",0,0,0.91,0,0,0,0,0,0.036,0,0,0.878,0.91,0,0,0,0,0,5.5,0,0.91,0.168,0,1.83,0.244,0,0,0,0.135,0,0,0.078,0.022,0,0,0,0,0,0,0,0,0.057,0,0.237,0.91,0.91,0,0.157,0,0,0,0,0.126,0,2.457,47,86,0
"1400",0,0.72,0,0,2.89,0,0,0,0.036,0,0.72,0.681,0,0,0.154,0,0,0,2.17,0,1.44,0,0,0,0.244,0,0,0,0,0,0,0.078,0.058,0,0,0,0,0,0,0,0,0,0,0.237,0,0,0,0.216,0,0,0,0,0.126,0,1.379,7,40,1
"3923",0,0,1.14,0,0,0,0,0,0.036,0,0,2.28,0,0,0.078,0,0,0,1.14,0,0,0,0,0,0.244,0,0,0,0,0,0,0.078,0,0,1.14,0,0,0,0,0,0,0,0,0.237,0,0,0.209,0,0,0,0,0,0.126,0,1.833,5,22,0
"3338",0,0,0,0,0,0.132,0,0,0.036,0,0,0.011,0,0,0.177,0,0,0,0,0,0,0.017,0,0,0.244,0,0,0,0,0,0,0.078,0,0,0,0,0,0,0,0,0,0.109,0,0.237,0,0,0,0,0,0,0,0.217,0.126,0,1.545,4,17,0
"785",0,0,0,0,0.64,0,0.64,0,0.036,0,0,0.664,0.64,0,0.111,0,0,0,3.89,1.29,1.29,0.147,0,0,0.244,0,0,0,0.013,0,0,0.078,0,0,0,0,0,0,0,0.64,0,0,0,0.237,0.64,0,0.115,0.217,0,0,0,0.685,0.471,0,1.833,11,55,1
"896",0,0,0,0,0.94,0,0,0.31,0.036,0,0.31,0,0,0,0.135,0,0,0.156,3.76,0.31,0.62,0.116,0,0.62,0.244,0,0.31,0,0.153,0,0,0.078,0,0,0,0,0,0,0,0,0.31,0.131,0,0.237,1.25,0,0.055,0.068,0,0,0,0,0.237,0,2.358,32,125,1
"2996",0,0,0,0,0,0,0,0,0.036,0,0,0.047,0,0,0,3.07,0,0,0,0,0,0,0,0,0.244,0,0,0,0.247,0,0,0.078,0,0,0,0,1.53,0,0,0,0,0.114,1.53,0.237,1.53,3.07,0.253,0.06,0,0,0.253,0.215,0.126,0,2.235,12,38,0
"29",0,0,0,0,0,0.225,0,0,0.036,0,0,0,0,0,0.115,0,0,0,0,0,0,0,0,0,0.244,0,0,0,0,0,0,0.078,0,0,0,0,0,0,0,0,3.33,0.023,0,0.237,0,0,0.352,0,0,0,0,0.508,0.126,0,4,11,36,1
"800",1.36,0,0.68,0,0,0,0,0,0.036,0,0.68,0.738,0,0,0,0,0,0,3.4,0,1.36,0.03,0.68,0.68,0.244,0,0,0,0,0,0,0.078,0,0,0,0,0,0,0,0,0,0,0,0.237,0,0,0,0.079,0,0,0,0.298,0.364,0,2.232,19,96,1
"3778",0,0,0,0,1.11,0,0,0,0.036,0,1.11,0.133,0,0,0.179,0,0,0,0,0,0,0.028,0,0,0.244,0,0,0,0.019,0,0,0.078,0.868,0,1.11,0,0,1.11,0,0,0,2.28,0,0.237,0,0,0.363,0,0,0,0,0.254,0.126,0,1.285,4,27,0
"2968",0,0,0,0,0,0.207,0,0.86,0.036,0,0,2.737,0,0,0.15,0,0,0,2.6,0,0,0,0,1.73,0.244,0,0,0,0,0,0,0.078,0.239,0,0.86,0,0,0,0,0,0,0,0,1.097,0,0,0.14,0.641,0.561,0,0,0,0.126,0,1.352,6,23,0
"1208",0,0,0,0,0,0,0,0,0.036,0,0,0.035,0,0,0.152,0,0,0,0,0,0,0,0,0,0.244,0,0,0,0.185,0,0,0.078,0.125,0,0,0,0,0,0,0,3.12,0,0,0.237,0,0,0.462,0,0,0,0,0.441,0.126,0,3.125,6,25,1
"1",0,0.64,0.64,0,0.32,0,0,0,0.036,0,0,0.6,0,0,0,0,0,1.136,1.93,0,0.96,0.242,0,0,0.244,0,0,0,0,0,0,0.078,0.204,0,0,0,0,0,0,0,0.32,0.042,0,0.237,0,0,0,0.025,0,0,0,0.864,0.126,0,3.756,61,278,1
"1900",0,0,0,0,0,0,0,0,0.036,0,0,0,0,0,0.092,7.14,0,0,0,0,0,0.072,0,0,0.244,0,0,0,0,0,0,0.078,0.022,0,0,0,0,0,0,0,0,0.12,0,0.237,0,7.14,0,0.218,0,0,0,0.052,0.126,0,5.5,10,11,0
"447",0,0,0,0,0.26,0,0.26,0,0.036,0,0,0.08,0,0,0.05,0,0,0,0,0,0.52,17.072,0,0,0.244,0,0,0,0.188,0,0,0.078,0,0,0,0,0,0,0,0,0.26,0,0,0.497,0,0,0.082,0.013,0.451,0,0.082,0.562,0.126,1.026,13.82,104,1078,1
"1203",0,0.2,1.01,0,0.8,0.653,0.5,0.1,0.036,0.1,0.3,0.494,0.3,0,1.394,0,0,0.956,1.31,0.2,0.7,0.145,0.6,0.1,0.244,0,0,0.8,0.224,0,0,0.078,0,0,0,0,0,0,0,0,0.1,0,0.2,0.237,0.1,0.1,0.11,0,0,0,0,0.715,0.284,0.015,8.55,669,1351,1
"1045",0,0,1.61,0,0,0.081,1.61,0,0.036,0,0,0,0,0,0,0,0,0,0,0,0,0.197,0,0,0.244,0,0,0,0.113,0,0,0.078,0,0,0,0,0,0,0,0,1.61,0,0,0.237,1.61,0,0.268,0.122,0,0,0,0.732,0.126,0,2.466,17,37,1
"3083",0,14.28,0,0,0,0.133,0,0,0.036,0,0,0.186,0,0,0.043,0,0,0,0,0,0,0,0,0,0.244,0,0,0,0.091,0,0,0.078,0.008,0,0,0,0,0,0,0,0,0.082,0,0.237,0,0,0,0,0,0,0,0,0.126,0,1.8,5,9,0
"3112",0,1.85,0,0,0,0,0,0,0.036,0,0,0.003,0,0,0,0,0,1.696,0,0,0,0.209,0,0,0.244,0,0,0,0.171,0,0,0.078,0.193,0,0,0,0,0,0,0,0,0.046,0,0.237,1.85,0,0,0.02,0,0,0,0,0.126,0,1.736,8,33,0
"1327",0,0,0,0,0,0.217,0,0,0.036,0,0,0.085,0,0,0.155,0,0,0,4.25,0,2.12,0,0,0,0.244,0,0,0,0,0,0,0.078,2.107,0,0,0,0,0,0,0,0,0,0,0.237,0,0,0,0,0,0,0,0,0.126,0,4.5,26,45,1
"1217",0,0,0.49,0,1.47,0,0,0,0.036,0,0,0.732,0,0,0,0,0.98,0,2.45,0,2.45,0.028,0.49,0,0.244,0,0,0,0,0,0,0.078,0,0,0,0,0,0,0,0,0,0.2,0,0.237,0.49,0,0.084,0.149,0,0,0,0.598,0.38,0,5.2,80,234,1
